id,roastery_id,owner_id,name,description,address,latitude,longitude,phone_number,category,thumbnail_url,open_time,close_time
11,1,,마그마커피 로스터리카페,"마그마커피는 커피가 가진 본연의 맛을 기분 좋게 느낄 수 있도록 균형감 있는 스페셜티 커피를 제공합니다.

지하철 9호선 선정릉역 3번 출구 근처에 위치한 마그마커피로스터리 카페는 마그마커피가 추구하는 맛을 대중에게 선보임과 동시에 커핑, 비즈니스 회원 상담 등의 공간으로 사용되고 있습니다.",서울 강남구 선릉로 570 1층 마그마커피,37.5093915,127.0444162,0507-1471-8893,"카페,디저트",,,
12,1,,로스터리카페 요정,"요정은 매일 신선한 원두를 매일 볶습니다
을지로커피케이터링,단체주문도 역시 로스터리요정
당신의 한잔에 요정의 응원을 담아 :)",서울 중구 을지로 54-1 지하상가2호,37.565893,126.983809,0507-877-3187,"카페,디저트",,,
13,1,,st.535로스터리카페,"리뉴얼오픈했읍니다~물론,쥔장은그대로구요^^
주인이 직접 내려주는 핸드드립과 레버식 에스프레소 머신에서 내려지는 깊은 커피맛을 느껴보시려면 방문필수!!!
매일매일 신선한 그린빈을 로스팅하여 고객분들께 선보이고 있습니다~

참고로,매월마지막주월요일은정기휴무일이오니이용에참고해주세요~",서울 동작구 상도로30길 40 두산위브트레지움 2차 상가 106호,37.5043736,126.9422357,02-2645-8977,"카페,디저트",,,
14,1,,화이트비치 로스터리 카페,"로스터리 카페 '화이트비치'는
* 스페셜티 등급의 생두를 사용하여, 매장에서 직접 로스팅
*모든 소스류[화이트비치&블랙비치&바닐라 등] 자체 개발한 레시피로 제조합니다!",서울 성북구 아리랑로4가길 8 1층,37.5952238,127.0170365,0507-1432-5088,"카페,디저트",,,
15,1,,로스터리카페 살그래,"'좋은 커피는 함께 나누고 느낄 때 더욱 빛난다.'

서울 노원구 수락산역 도보 5분 거리, 조용한 골목에 위치한 로스터리카페 살그래는 스페셜티 등급 이상의 고품질 생두만을 사용한 핸드드립 커피 전문점입니다.

매장에서 직접 선별하고 로스팅한 스페셜티 원두를 각 원두의 특성에 맞춘 디게싱 기간을 거쳐, 가장 맛있게 즐길 수 있는 시기에 제공합니다.

살그래의 핸드드립 커피는 바리스타가 정드립 방식으로 한 잔씩 정성스럽게 추출합니다.
밸런스 좋은 산미, 은은한 단맛, 깔끔한 클린컵을 목표로 매일 정성껏 준비하고 있습니다.

에스프레소 음료 또한 100% 스페셜티 블렌딩 원두로 추출하며,
매일 아침 추출테스트를 통해 아메리카노와 라떼의 맛을 일정하게 유지합니다.

커피를 좋아하시거나, 나만의 데일리 원두를 찾고 계신다면
살그래에서 다양한 싱글오리진 원두 10여 종을 만나보세요.
시즌과 수입 상황에 따라 일부 원두는 한정 제공되며, 바리스타의 추천을 통해
새로운 향미의 커피를 경험하실 수 있습니다.

직접 로스팅한 원두와 대용량(15g)드립백은 매장에서 상시 판매 중입니다.
5개입, 10개입, 20개입의 드립백 선물세트도 구비되어 있습니다.
15g 대용량 드립백은 회사, 홈카페, 여행지 등 일상 속 다양한 공간에서도
간편하고도 깊이 있는 커피 타임을 선사합니다.
디카페인 원두 드립백도 구비되어 있어 카페인 섭취가 부담스러운 분들께도 추천드립니다.

매장 내부는 화이트와 민트하늘빛 포인트의 깔끔하고 차분한 분위기로,
혼자만의 시간은 물론, 친구들과 담소를 나누거나, 부모님이나 사랑하는 아이들과 행복한 시간을 보내기에도 좋은 곳입니다.

매일 아침 8시 문을 열어,
출근길 고객님부터 한가로운 오후 커피타임까지
누구나 편하게 머물 수 있는 공간, 살그래.

'다른 사람이 눈치채지 못할 만큼 조용하고 은은하게.'
저희 상호가 가진 이 의미처럼,
여러분의 삶 속에 조용히 스며드는 커피를 만들고 싶습니다.

좋은 원두로 만든 좋은 커피 한 잔이 필요하다면, 언제든 환영입니다.

노원구 수락산역 근처에서 스페셜티 원두, 핸드드립, 드립백 선물세트를 찾고 계시다면, 살그래에서 만나보세요.",서울 노원구 동일로241가길 55 1층 102호,37.6764474,127.0518902,0507-1421-0733,"카페,디저트",,,
16,1,,콤파일,"벌컥벌컥 마시는 음료가 아닌, 저희는 한모금에 집중할수 있는 음료이길 원합니다. 더 나아가 한모금에 여러 생각들을 정리하기도 하고, 갇혀있던 한숨을 내쉬기도 하며 잠시나마 찌든 일상에서 벗어나 자기만의 시간을 가질수 있도록 하는 매개체가 되기를 바래요.

빠른 음악보다는 배경음악 정도로 취급하며 내 할일을 할수 있는 느린음악을 선호하고, 진동벨을 울린다거나 돌아다니며 직접 서빙하는 방식보다는 천천히 지나가는 컨베이어 벨트를 통해 이야기하기도 합니다. 이것이 우리가 지향하는 방식입니다.

저희의 공간과 음악, 그리고 음료를 통해 찰나의 얕은 휴식이라도 챙겨가셔서 다시 일상으로 돌아갔을 때, 원동력의 자그마한 보탬이라도 될수 있다면 저희로서는 더할 나위 없을테니요.

앞으로도 훌륭한 커피만 모아 다양하게 소개할수 있도록 하겠습니다. 방문 해주신 모든분들의 한모금에 위로가 될수 있도록. 고맙습니다.",서울 마포구 잔다리로 73 1F,37.554028,126.91637,0507-1494-1049,"카페,디저트",,,
17,1,,Uig,"Uig는 스코틀랜드의 마을 우이그를 담은 공간입니다.

지난 여행에서 시작한 우이그는 단순히 음료를 제공하는것을 넘어 공간이 주는 분위기와 다양한 경험을 제공하고자 합니다.",서울 마포구 망원로3길 7,37.5570789,126.9014508,02-336-1256,"카페,디저트",,,
18,1,,알렉산디노 강남역삼점,"물리학도가 볶고, 법학도가 내리는 당신의 세상에 없던 커피.

알렉산디노가 스페셜티 커피의 기준을 제시해드립니다.

이탈리아 피렌체의 에스프레소 아카데미(Espresso Academy),
호주 브리즈번의 울프 커피 칼리지(Wolff College of Coffee),
일본 오사카의 본막 커피 로스팅 스쿨(Bonmac Coffee Roasting School), 타시로 커피 로스팅 스쿨(Tashiro Coffee Roasting School)에서 로스팅과 바리스타 과정을 수료한, 물리학도 방주비 헤드로스터와 법학도 김재현 대표 바리스타가 공동으로 설립한 알렉산디노 커피는 스페셜티 커피를 기본으로 한 핸드드립 커피와 에스프레소 배리에이션 커피들을 전문으로 하고 있습니다.

알렉산디노 커피 매장에서는 세계 최고의 커피를 만들어내고 있는 방주비 헤드로스터가 알렉산디노 역삼 로스팅랩에서 직접 로스팅한 다양한 스페셜티 커피 라인업을 만나보실 수 있습니다.

이러한 다양한 스페셜티 커피의 라인업을 김재현 대표 바리스타를 비롯한 알렉산디노 강남역삼점의 바리스타들이 가이드해 재미있고 맛있는 스페셜티 커피의 세계로 안내해드립니다.

그리고 알렉산디노에서는 스페셜티 커피 뿐만 아니라 커피와 함께 즐기는 디저트와 디쉬들도 세계 최고의 수준으로 만나보실 수 있는데요, 튀르키예 이스탄불의 가장 유명한 카이막 맛집이라고 할 수 있는 Karakoy Muhallebicisi를 직접 다녀와서 그 맛을 그대로 재현한 정통 터키쉬 카이막을 알렉산디노에서 만나실 수 있습니다. 튀르키예에서 현지 카이막을 드시고 오신 26팀의 고객님들께서 터키보다 맛있다는 평을 남겨주셔 세계 원탑 카이막의 자리에 오른 알렉산디노 카이막을 직접 맛보시길 추천드립니다.

그리고 정통 프렌치 레스토랑에서 브런치 메뉴로 내었던 레시피를 그대로 재현하여 2시간에 걸쳐 만들어내는 프렌치토스트도 꼭 맛보셔야 할 메뉴라고 말씀드릴 수 있습니다.

매장에서 직접 굽는 수제 생블루베리 바스크치즈케익은 말할 것도 없구요, 배고플 때 건강하고 맛있게 즐길 수 있는 바질 리코타 치즈와 토마토 마리네이드가 듬뿍 담긴 이탈리안 치아바타 샌드위치도 빼먹으면 섭섭하답니다.

또한 홍콩 현지인들만 즐겨서 홍콩 차찬텡의 메뉴판에서는 찾을 수 없다는 홍콩식 밀크티인 똥윤옝, 그리고 똥윤옝과 페어링으로 천상의 맛을 자랑하는 홍콩 크로와상도 빼먹으면 안되는 메뉴라고 하겠습니다.

모두가 사랑하는 버터크로플도 카이막을 추가하여 색다르게 즐기실 수 있구요.

그래서 알렉산디노 역삼에서는 이 모든 커피와 디저트를 코스메뉴로 즐기실 수 있도록, 커피를 위주로 한 3코스 커피 오마카세부터 브런치코스(3코스), 샘플러코스(5코스), 디카페인 코스(4코스) 및 커피 인문학 강의와 함께 하는 세계 커피 여행인 커피 인문학 코스(10코스) 등 다양한 커피 오마카세 코스도 준비해놓고 있습니다.

다양한 스페셜티 커피, 디저트, 디쉬와 함께 세계 방방곡곡의 커피 문화를 만끽해 보시기 바랍니다.

알렉산디노 강남역삼점은 커피계에서 지금까지 이러한 커피는 없었다는 얘기를 들으며 주목을 받고 있는 알렉산디노가 처음으로 강남에 만든 플래그쉽 매장으로 알렉산디노의 방주비 헤드로스터와 김재현 바리스타가 여러분들을 맞이하도록 하겠습니다.

당신의 세상에 없던 커피, 이제 알렉산디노에서 만나보십시오.",서울 강남구 테헤란로30길 31 지하1층,37.4992542,127.0400568,0507-1364-8759,"카페,디저트",,,
19,1,,센트럴사이트 연남점,"안녕하세요.
센트럴사이트 커피 로스터즈 입니다.

시그니처는 로스터리에 기반한 브루잉(핸드드립)입니다.

게이샤, 스페셜티 커피를 포함한 10종 이상의 다양한
브루잉(핸드드립)커피와 원두가 준비되어있습니다.

고품질, 희소성, 캐릭터 3가지 조건을 모두 만족시키는
커피와 원두를 합리적인 가격에 즐기실 수 있습니다.

언제나 바리스타가 취향과 기호에 맞는 커피를 고르실 수 있도록 안내를 도와드립니다.

전문 로스터가 레귤러하게 수십가지 생두를 테스트하여
셀렉하고, 매장에서 직접 로스팅, QC, 상품화 합니다.

또한 에스프레소 & 밀크베리이션 커피의 모든 메뉴는
미드나잇 블렌드 / 시즈널 블렌드(게이샤블랜드) / 디카페인
3종의 커피를 선택하실 수 있습니다.

콜드브루 메뉴라인 역시 3종류로 매일 정밀하게 추출합니다.

시그니처 디저트는 티라미수와 트라이플 입니다.

이탈리아 정통 레시피로 만든 클래식 티라미수가 스테디셀러이며,
커피와 너무 잘 어울리는 로투스 티라미수도 준비되어있습니다.

트라이플은 바닐라시트와 부드럽고 풍미있는 커스터드 크림,
특제 생크림을 레이어드하고,신선한 생과일을 듬뿍 올려 즐기는
영국식 레이어드 입니다.

히든메뉴로 파베초콜릿을 한입 가득 베어무는듯한
딥퍼지 브라우니가 준비되어 있으며, ss시즌에는 아이스크림 토핑
옵션을 선택하실 수 있습니다.

1층은 브루잉 바 & 로스팅 랩
2층은 네추럴 무드의 홀 테이블
3층은 루프탑으로 구성되어있습니다.

벌써부터 설레입니다. 매장에서 뵙겠습니다!",서울 마포구 연희로 29-1 센트럴사이트,37.561549,126.9268517,0507-1430-7789,"카페,디저트",,,
20,1,,5TO7&구욱희씨 퍼블릭가산점,"5TO7&구욱희씨 퍼블릭가산점 - 가산디지털단지의 조용한 디저트 카페
가산디지털단지역 근처에서
분위기 좋은 디저트 카페를 찾고 계신다면,
'5TO7&구욱희씨 퍼블릭가산점'을 소개합니다.

퍼블릭가산 1층에 자리한 이곳은
바쁜 하루 속 짧은 쉼표처럼,
조용하고 감성적인 시간을 보낼 수 있는 공간입니다.

부드럽게 녹아내리는 수플레의 매력
'5TO7'은 성수동에서 수플레 맛집으로 이름난 디저트 브랜드입니다.
가산에서도 이제 그 정통 수플레를 그대로 맛볼 수 있게 되었습니다.

입안에서 사르르 녹는 펄 크림 브륄레 수플레,
계절 과일로 만든 생과일 수플레,
풍미 깊은 티라미수 수플레까지
정성이 느껴지는 한 접시가 감성을 자극합니다.

'구욱희씨 쿠키'를 아시나요?
수플레와 함께 만날 수 있는 또 하나의 매력은 바로 '구욱희씨'입니다.
수제 쿠키 전문 브랜드로,진한 풍미와 쫀득한 식감이 매력적인 쿠키를 선보이고 있습니다.

고소하고 부드러운 맛의 밸런스는
커피와 함께 즐기기에 탁월하며,
간단한 선물용으로도 손색이 없습니다.

핸드드립 커피와 조용한 시간
바리스타가 직접 내려주는 핸드드립 커피는
수플레와 쿠키의 맛을 더욱 풍성하게 만들어줍니다.
창가 쪽 자리에 앉아 커피 한 잔과 함께라면,
잠시나마 도시의 소음도 잊어보세요.

데이트 코스, 혼자만의 시간, 혹은 가벼운 미팅 장소로도 제격입니다.

매장 정보
주소: 서울 금천구 디지털로 178, 퍼블릭가산 1층

위치: 가산디지털단지역 6번 출구에서 도보 약 6분

주차: 퍼블릭가산 건물 내 2시간 무료

영업시간: 매일 10:30 - 21:30 (라스트오더 20:30)

이런 키워드로 검색하셨다면, 바로 여기입니다
가산 카페, 가산디지털단지 디저트카페, 수플레맛집,
가산 데이트, 핸드드립커피, 가산 조용한 카페,
퍼블릭가산 카페, 가산디지털단지역 카페 추천",서울 금천구 디지털로 178 가산퍼블릭 1층 M-111호,37.4766286,126.8871293,0507-1439-0532,"카페,디저트",,,
21,1,,이미커피,"Pairing.

좋아하는 디저트를 고르세요.
가장 조화로운 커피가 준비되어 있습니다.

로스터는 커피의 맛과 향을 찾아내고
파티쉐는 그 커피에 어울리는 디저트를 만들고
바리스타는 디저트에 딱 맞는 커피를 준비해 드립니다.",서울 마포구 동교로25길 7 1층,37.5574767,126.9219163,,"카페,디저트",,,
22,1,,맨홀커피웨스턴책방,"맨홀커피 웨스턴 책방은 스마트폰과 미디어에 의존하는 일상에서 벗어나 독서를 통해 디지털 디톡스와 힐링을 실천할수 있는 장소로 꾸며졌습니다.
하루의 분주함을 잠시 뒤로하고 이곳에서 집중력과 창의력을 키우며 행복을 발견해 보시기 바랍니다.
맨홀커피 웨스턴 책방에서 또다른 세계로 여러분을 초대합니다 감사합니다.

-맨홀커피 웨스턴 책방장인 이력-
- 전 경영학과 교수, 경영학박사-",서울 영등포구 영등포로27길 24 맨홀커피 웨스턴 책방 1층,37.5229918,126.8995265,0507-1348-9427,"카페,디저트",,,
23,1,,5to7 성수본점,"[성수동/서울숲 수플레맛집] 5to7 오투칠, 성수카페

안녕하세요. 성수동,서울숲 카페거리에서 스페셜티 드립커피(브루잉)와 수플레를 만드는 5to7 오투칠(성수본점)입니다. 어느새 7년 동안 찾아주신 덕분에 성수카페,서울숲카페 대표 수플레맛집으로 많은 사랑을 받고 있습니다. 진심으로 감사합니다.

5to7 오투칠의 강점
1. 직접 로스팅한 스페셜티 원두로 내리는 향 깊은 브루잉/드립커피
2. 오투칠만의 레시피로 완성하는 부드럽고 고소한 수플레
3. 방송을 통해서도 소개되며 '성수 디저트/서울숲 디저트'를 찾는 분들이 많이 방문하는 곳

슬로건 : Time to be free
오투칠의 슬로건은 'Time to be free' 입니다. 시간이 지나며 더 멋스러워진 엔틱 가구와 스탠드, 마음을 편안하게 해주는 따뜻한 톤의 조명 아래에 앉아 있므녀, 바쁜 시간에서 잠시 벗어나 여유롭고 느긋한 성수 감성카페의 시간을 즐길 수 있어요.

공간 안내.

1F 주문/픽업 및 좌석과 테라스 좌석
2F 카페이용곤간 및 테라스 좌석
3F 루프탑

오시는 길
서울숲역 4,5번 출구 / 뚝섬역 8번 출구에서 가까워요.
갤러리아포레 정문 옆 길로 오시면, 첫 번째 골목 바로 앞 건물에 위치해 있습니다.

이용 안내(필독)
1. 메뉴 특성상 드립커피/수플레는 10~20분 정도 소요될 수 있습니다.
2. 웨이팅이 발생할 수 있으나 최대한 빠르게 준비해드리겠습니다.
3. 좌석 예약은 불가합니다.
4. 포장은 매장으로 전화 주시면 빠르게 안내드릴게요.

애견동반 안내
반려견을 사랑하지만, 정부 규제 및 민원 이슈로 현재 매장 내부 애견동반은 어렵습니다.

주차 안내
자세한 주차 정보는 '찾아오시는 길'에서 확인 부탁드리며, 인근 주차장으로는
성동구민종합체육센터 / 갤러리아포레 / 서울숲 D타워 / 뚝섬유수지 공영주차장 등이 있습니다.",서울 성동구 서울숲2길 44-13 1층,37.5461191,127.0432656,0507-1333-7616,"카페,디저트",,,
24,1,,소울마켓 베이커리,소울마켓 베이커리에서는 향긋한 커피와 영혼 가득한 빵&디저트를 만날 수 있습니다. 편안한 마켓에 온 기분으로 커피와 디저트를 즐기며 쉬어 가세요 :),서울 강남구 영동대로 513 코엑스몰 B1층 I 101호,37.5112569,127.0593023,0507-1336-3560,베이커리,,,
25,1,,히트커피 로스터스 신사,"히트커피로스터스 가로수길 신사점

2025 World Best Brewing 1위
2024 World Best Roasting 4위
2020 마스터오브로스터 8위
2019 한국 로스팅 국가대표 선발전 9위

- 원두납품 / 원두구매 문의 (kakao : 히트커피)",서울 강남구 도산대로17길 34 1층,37.5209243,127.0240966,0507-1473-0404,"카페,디저트",,,
26,1,,지오바네커피,커피의 기본에 충실한 역삼동 커피맛집.,서울 강남구 논현로98길 5 1층 101호,37.5036828,127.0361303,02-6952-3453,"카페,디저트",,,
27,1,,컨플릭트스토어 신사 본점,"국내외 스페셜티커피 브랜드 원두 편집샵,
노르웨이,덴마크,미국,호주 등 해외 유명 로스터리 샵들의 다양한 원두를 취급하며, 에스프레소, 필터커피, 커피오마카세 컨텐츠를 즐길 수 있는 카페",서울 강남구 논현로153길 53 1층 5호 컨플릭트스토어,37.5201052,127.0238684,02-517-0122,"카페,디저트",,,
28,1,,커피릴리,"우리 카페는 스페셜티 원두, 하우스 원두, 디카페인 원두로 구성된 총 3가지 원두 라인업을 운영하고 있습니다.

각 원두는 풍미와 균형을 기준으로 엄선하여
누구나 편안하게 즐길 수 있으면서도 깊이 있는 커피 경험을 제공합니다.

또한 꽃차 명인이 직접 덖음한 프리미엄 꽃차를 선보여
섬세한 향과 여운이 살아 있는 차 문화를 함께 전합니다.

스페셜티 원두는 분기별로 라인업이 변경되어
항상 새로운 선택의 즐거움을 느끼실 수 있습니다.",서울 강남구 선릉로130길 20 제상가동 제1층 제103호,37.5165186,127.0426013,0507-2085-1735,카페,,,
29,1,,오로스트커피,뱅뱅사거리 인근에서 다양한 스페셜티를 로스팅하는 로스터리 커피집 직접 만드는 다양한 디저트를 판매하는 매장입니다,서울 강남구 강남대로62길 21 1층 오로스트커피,37.4907183,127.0332191,02-568-8089,"카페,디저트",,,
30,1,,마일스톤 커피,"신사동 가로수길 메인길에서 조금만 벗어나면 나오는 한적한 골목길에 위치해 있습니다.
2014년도부터 지금까지 오랫동안 사랑받고 있는 스페셜티 커피 전문 로스터스입니다.
언제든지 누구든지 들어와서, 편안하게 맛있는 커피를 즐길 수 있는 공간을 지향합니다.",서울 강남구 논현로159길 49,37.5218928,127.0243176,0507-1425-1195,카페,,,
31,1,,에이림커피,매일 로스팅하는 신선한 커피 하우스,서울 강남구 강남대로62길 34 1층,37.4908547,127.0342446,02-575-5832,카페,,,
32,1,,우디집 로스터리,"우리는 나무처럼 한자리에 오래 머물며, 사람들과 진심을 나누는 공간이 되기를 바랍니다.

자연이 주는 편안함과 안정감, 그리고 나무가 가진 따뜻하고 생명력 있는 에너지를 공간 속에 녹여낸 우디집은, 바쁜 도시 속에서 한숨 돌릴 수 있는 휴식처를 지향합니다.

편안한 휴식처에서 맛있는 디저트와 커피를 즐겨보세요.",서울 강남구 압구정로46길 32 삼일빌딩 2층 우디집,37.5265453,127.0360045,070-7728-3306,"카페,디저트",,,
33,1,,레이어 로스터리 바,매장에서 직접 로스팅한 원두를 사용합니다.,서울 강남구 선릉로76길 5 1층,37.5014827,127.050974,0507-1339-7516,"카페,디저트",,,
34,1,,쿠지 커피 로스터스 강남역점,"쿠지 커피 로스터스
맛있는 커피로 매일 매일을 행복하게",서울 강남구 역삼로5길 12,37.4946747,127.0322392,0507-1351-8138,베이커리,,,
35,1,,데바스테이트,"데바스테이트(DEVASTATE)는 압구정로데오역 인근에 위치한 청담동 스페셜티 로스터리 카페 입니다.
커피와 공간을 통해 행복한 경험을 선사하기 위해 노력합니다.

직접 로스팅 한 신선한 원두를 사용합니다.
견과류의 고소함과 묵직한 '블랙 블렌드'와 풍부한 향미와 부드러운 단맛의 '오렌지 블렌드' 늦은 시간에도 부담없는 '디카페인'으로 취향에 맞춰 맛있는 커피를 제공합니다.

또한 매장 안쪽에는 넓은 공간의 내부 좌석과 야외 테라스가 구비되어 있어 편안한 시간을 선사합니다.

차량 이용 고객님께서는 매장 맞은편 발레파킹을 이용하시어 보다 편안하게 이용하실 수 있습니다.

문의사항이 있으실 경우 운영시간 내 유선(070-7717-6100)으로 문의하시면 친절히 답변드리겠습니다.",서울 강남구 선릉로162길 51 1층 데바스테이트 (DEVASTATE),37.5261145,127.0447294,070-7717-6100,"카페,디저트",,,
36,1,,해머스미스커피 본점,"커피 맛있기로 소문난 해머스미스커피 본점 입니다

고품질의 원두로 내린 맛있는 커피를 합리적인 가격에 제공합니다

맛보면 단골 되실거예요~!!",서울 강남구 논현로94길 7,37.5024282,127.0369545,02-6406-0888,카페,,,
